# kml2gmt: KML read from contours/south_america/CPRM/Tectonics_kml/Sao_Luiz_Craton.kml
# Sao_Luiz_Craton.kml
> -L"Sao_Luiz_Craton.kml"
-43.6697186697	-2.30472163013
-43.6490464295	-2.29696954107
-43.6387103094	-2.28663342061
-43.6349615757	-2.27801134554
-43.6262574113	-2.27801134464
-43.5985068586	-2.27221272353
-43.5984869803	-2.27220856973
-43.5986706622	-2.27119832055
-43.6009738834	-2.25853059552
-43.6092635647	-2.25480023894
-43.6287443139	-2.25065540021
-43.6382774467	-2.25645817546
-43.6652189084	-2.2680637289
-43.6900879502	-2.27428098886
-43.7120556053	-2.28422860501
-43.7236611584	-2.29210380288
-43.7286414931	-2.29708413814
-43.7298784182	-2.29832106344
-43.7327798059	-2.30826867904
-43.7327518314	-2.30827651212
-43.7224177069	-2.31117006824
-43.720345286	-2.31407145601
-43.7203575759	-2.31416307038
-43.7249046084	-2.34805914586
-43.7294639336	-2.35303295333
-43.7294421075	-2.35311480038
-43.7278059979	-2.35925021464
-43.7228321896	-2.36546747499
-43.7228590267	-2.36554261878
-43.72490461	-2.37127025156
-43.7248976426	-2.37135386285
-43.7240756418	-2.38121786801
-43.724084295	-2.38123805908
-43.7265625451	-2.38702064542
-43.7325673041	-2.39358449895
-43.7337548664	-2.39488263301
-43.7419422936	-2.39660620326
-43.7567690794	-2.40843010908
-43.7577918768	-2.40924575931
-43.7590083566	-2.4118150808
-43.7589927367	-2.41188536906
-43.7574167371	-2.41897736543
-43.7574296087	-2.41903314269
-43.7582125462	-2.42242587187
-43.7637832111	-2.43038396498
-43.7649692583	-2.43572117458
-43.7653748305	-2.43754624832
-43.7680275275	-2.43595463169
-43.7672317191	-2.43224085368
-43.7608652443	-2.41977317424
-43.7706802263	-2.42322168023
-43.7969257332	-2.4400391895
-43.7980030134	-2.44072948568
-43.8027778694	-2.45717621179
-43.8117970424	-2.47282713075
-43.8117714328	-2.47288547664
-43.8058109149	-2.48646507405
-43.8058373675	-2.48651504045
-43.8131740039	-2.50037312897
-43.813563006	-2.50110791085
-43.8264831556	-2.50972134451
-43.8325125597	-2.50455328475
-43.8221764392	-2.47009955173
-43.8213150958	-2.45717939968
-43.8127016625	-2.44856596761
-43.8032268854	-2.42617104149
-43.7733992421	-2.40442897525
-43.7655240455	-2.3853627094
-43.7548157838	-2.37589001543
-43.7547474598	-2.37582957502
-43.7548741465	-2.37574186929
-43.7655240443	-2.36836886257
-43.7725702726	-2.36795438017
-43.7997815128	-2.39257865137
-43.8170083786	-2.40291477107
-43.8325125594	-2.41669626458
-43.8488780834	-2.42617104043
-43.8600909053	-2.429374705
-43.8609368886	-2.42961641457
-43.8652436061	-2.44081387739
-43.8652130411	-2.44083610675
-43.8557688295	-2.44770462478
-43.8480167396	-2.46665417856
-43.848023868	-2.46674684972
-43.8497394255	-2.48904910319
-43.8497343052	-2.48906389491
-43.8419873366	-2.5114440308
-43.8419919973	-2.51154190602
-43.8427628367	-2.52772955314
-43.842848679	-2.52953224068
-43.8531847999	-2.52522552353
-43.8669662928	-2.51316671777
-43.8753106873	-2.51847678652
-43.8764410695	-2.51919612054
-43.8816091299	-2.5433137346
-43.8841931586	-2.56484731801
-43.8892233799	-2.57347055399
-43.890222562	-2.57518343836
-43.8961972607	-2.56598319752
-43.9041884286	-2.56333011624
-43.909418307	-2.55540519831
-43.9207167811	-2.55528456356
-43.9236109758	-2.55684194925
-43.924033232	-2.55706916837
-43.9365128311	-2.57331660755
