> -L"dykes_camp"
-51.7750136877	2.72431914321
-51.777988014	2.63806368175
-51.7571677302	2.53396226274
-51.7452704251	2.41201488619
-51.7452704251	2.27519587836
> -L"dykes_camp"
-52.1829425339	3.24371086589
-52.1615273848	3.19374218476
-52.1543890018	3.14020431213
-52.1472506188	3.06882048196
-52.1472506188	3.01528260933
> -L"dykes_camp"
-51.8847699478	3.77499494211
-51.8829853521	3.66078081383
> -L"dykes_camp"
-52.1095814237	3.01168764605
-52.0953046576	2.93792435487
-52.0905457356	2.8665405247
-52.0822176221	2.80467453855
-52.0774587001	2.7856388505
> -L"dykes_camp"
-52.0239208274	2.84512537564
-52.0060748699	2.72734205586
> -L"dykes_camp"
-51.4603930774	1.86351839537
-51.4518270178	1.81497739085
-51.4518270178	1.77500244596
-51.4461163114	1.73217214785
-51.433267222	1.65650528787
> -L"dykes_camp"
-51.8655716633	2.85016785009
-51.848439544	2.80067506117
-51.848439544	2.76831439149
-51.8465359752	2.72453230898
-51.848439544	2.6893162861
-51.8427288376	2.63506457517
-51.8398734844	2.57034323581
> -L"dykes_camp"
-51.7548474111	1.60603890282
-51.7548474111	1.56142400896
-51.7512782196	1.5168091151
-51.7441398366	1.47397881699
-51.7370014536	1.42579473162
-51.7262938791	1.37761064626
-51.7102325173	1.30801141184
-51.7030941343	1.25268894345
-51.6941711555	1.22056621987
-51.6781097937	1.13669021942
> -L"dykes_camp"
-51.6493579732	2.3965394724
-51.6514994881	2.35656452751
-51.6514994881	2.28732221224
> -L"dykes_camp"
-51.8274883899	2.53686025369
-51.8215397374	2.50473753011
-51.8203500069	2.47618399804
-51.8227294679	2.44287154396
-51.8262986594	2.40598989837
-51.8322473119	2.37386717479
-51.8334370424	2.34650337322
-51.8239191984	2.26560169902
-51.8144013543	2.18707948583
-51.8155910849	2.1359210742
-51.8132116238	2.09665996761
-51.8108321628	2.05501940001
-51.8108321628	2.0117132097
-51.8108321628	1.9724521031
-51.8036937798	1.94984722355
-51.8025040493	1.91653476947
-51.8084527018	1.88560177639
-51.8132116238	1.85109959181
-51.8120218933	1.81659740722
-51.8060732408	1.64170702329
> -L"dykes_camp"
-51.905361325	2.857732967
-51.89227429	2.804195094
-51.889894829	2.780995349
-51.885730772	2.744113704
-51.887515368	2.702473136
-51.885730772	2.649530129
-51.881566715	2.587664142
-51.872048871	2.519254639
-51.866100219	2.453224596
> -L"dykes_camp"
-51.865505353	2.455604057
-51.863125892	2.385409957
-51.85717724	2.306292879
-51.858961836	2.220037417
-51.845279935	2.130212764
-51.829218573	2.007670522
> -L"dykes_camp"
-51.841710743	1.973168338
-51.836356956	1.929148309
-51.841115878	1.86014394
-51.836951821	1.774483344
-51.835167226	1.700125187
-51.830408304	1.613274861
-51.828028843	1.565090775
-51.821485325	1.498465867
-51.823864786	1.433030689
> -L"dykes_camp"
-51.823864786	1.434815285
-51.828028843	1.373544164
-51.832192899	1.295616816
-51.836356956	1.241484078
-51.836356956	1.173074575
-51.830408304	1.105854801
-51.829813438	1.014245552
> -L"dykes_camp"
-51.829218573	1.016030148
-51.821485325	0.94940524
-51.814346942	0.876831679
-51.803639367	0.810206771
-51.795906119	0.734658884
-51.787578005	0.657326401
-51.776275566	0.576424727
-51.769732048	0.504446032
> -L"dykes_camp"
-51.767947452	0.50087684
-51.760809069	0.42830328
> -L"dykes_camp"
-51.744152842	0.378334599
-51.745342573	0.3218224
-51.741178516	0.267689662
-51.734634998	0.209392867
-51.733445268	0.165372839
-51.729876076	0.087445491
-51.731660672	0.0684098030001
> -L"dykes_camp"
-51.731065807	0.069599533
-51.732255537	0.0404511360001
-51.72690175	-0.0214148499999
-51.722142828	-0.088634624
-51.716789041	-0.142172496
-51.71440958	-0.212961461
> -L"dykes_camp"
-51.754860417	0.263525605
-51.757239878	0.220100442
> -L"dykes_camp"
-51.971569828	2.441327291
-51.985251729	2.321759375
-52.007856608	2.207545247
-52.018564183	2.076080026
-52.023323105	2.007075657
-52.022728239	1.911897217
-52.054256098	1.761396308
-52.070317459	1.700125187
-52.078050708	1.619818378
-52.100060722	1.532968052
-52.089353148	1.414589867
-52.089948013	1.347370093
-52.097086396	1.292047625
-52.110768297	1.250407057
-52.13158858	1.146900503
-52.135752637	1.101095879
-52.1654959	1.026737723
-52.169659956	0.99699446
-52.164901034	0.963682006
-52.189885375	0.883375197
-52.203567276	0.85541653
-52.208921063	0.822698941
-52.198213489	0.785222431
-52.195834028	0.729305097
-52.195834028	0.671603168
-52.197023758	0.672792898
> -L"dykes_camp"
-51.340477282	3.170632089
-51.337502956	3.109360968
-51.337502956	3.046305251
-51.333933765	3.013587663
-51.320846729	2.967783038
-51.315492942	2.920193818
-51.306569963	2.852974045
-51.283370218	2.751252087
> -L"dykes_camp"
-51.786107922	0.412931875
-51.789677114	0.383188613
-51.787297653	0.348091563
-51.781349	0.319538031
-51.779564404	0.296338286
-51.778969539	0.285630712
> -L"dykes_camp"
-51.933863625	2.135166157
-51.926130376	2.052479887
-51.922561185	1.977526866
-51.917207398	1.926368454
-51.913638206	1.878779234
-51.904715227	1.830595149
-51.905904958	1.788954581
> -L"dykes_camp"
-51.158783241	2.597409081
-51.145696205	2.535543095
-51.141532148	2.481410357
-51.134393765	2.434416002
-51.123686191	2.380283265
-51.119522134	2.336858101
-51.105840233	2.280940768
-51.09751212	2.242869391
-51.091563467	2.209556937
> -L"dykes_camp"
-51.9362416552	2.21488348768
-51.9374313857	2.25295486378
-51.9279135416	2.30054408389
-51.9279135416	2.33980519049
-51.9231546196	2.37668683608
-51.9124470451	2.44807066625
-51.9029292011	2.47424473732
-51.9029292011	2.50041880838
> -L"dykes_camp"
-51.7140674153	2.34670166164
-51.7152571458	2.40023953427
-51.7021701102	2.42998279684
-51.7021701102	2.47043363394
-51.7069290323	2.49898716601
-51.7188263373	2.54419692512
-51.7259647203	2.58583749272
-51.7259647203	2.63699590435
> -L"dykes_camp"
-51.969785232	2.443706752
-51.965621175	2.49783949
-51.96502631	2.554351688
-51.960267388	2.618597136
-51.962051984	2.681057987
-51.970380097	2.742923973
> -L"dykes_camp"
-51.927349146	2.945405253
-51.941625912	3.039988828
-51.947574564	3.125649425
-51.9606616	3.230940574
> -L"dykes_camp"
-51.572809456	2.713407805
-51.575188917	2.760997025
-51.576378647	2.804422189
-51.584706761	2.872236827
-51.592440009	2.9257747
-51.601957853	2.982881764
-51.608501371	3.027496658
-51.616829484	3.082819127
-51.622778137	3.120890503
-51.628726789	3.156582418
-51.630511385	3.185730815
> -L"dykes_camp"
-51.796500984	-0.215935788
-51.792931793	-0.182028468
-51.800665041	-0.146931418
-51.799475311	-0.105885716
-51.789957466	-0.0493735169999
-51.784603679	0.011302738
-51.773896105	0.0868506250001
-51.764973126	0.152285803
-51.757834743	0.221885037
> -L"dykes_camp"
-51.755633741	0.634126657
-51.749685089	0.710269409
> -L"dykes_camp"
-52.471732531	1.297996277
-52.471137666	1.327144675
-52.464594148	1.361646859
-52.460430091	1.41042581
-52.452696843	1.451471512
-52.450317382	1.478835314
-52.449127652	1.535347513
> -L"dykes_camp"
-52.1987556906	2.49201931103
-52.1725816196	2.50034742455
-52.1142848249	2.50510634656
-51.9953117746	2.53365987863
-51.9132203699	2.56816206322
> -L"dykes_camp"
-51.159853998	2.600383408
-51.172941034	2.668198046
-51.189597261	2.745530529
-51.216961062	2.856175466
-51.230048098	2.910903069
-51.246704325	3.004891779
> -L"dykes_camp"
-51.145577232	1.455862664
-51.172941034	1.532005416
-51.189597261	1.591491941
-51.203874027	1.653357927
> -L"dykes_camp"
-52.0352708564	3.50076206119
-51.9710254093	3.43532688353
-51.9008313096	3.39368631593
-51.861570203	3.36156359235
-51.8603804725	3.35799440084
> -L"dykes_camp"
-51.9674562178	3.61021726746
-51.9567486433	3.56500750835
-51.9293848417	3.52812586276
-51.8996415791	3.5043312527
-51.861570203	3.46863933761
-51.835396132	3.43532688353
-51.8175501744	3.40915281247
-51.7842377203	3.36989170587
-51.7568739188	3.34728682631
> -L"dykes_camp"
-51.8258782879	3.47696745113
-51.7759096068	3.42937823102
-51.7330793087	3.37940954989
-51.6997668546	3.33538952129
-51.658126287	3.28542084016
-51.5843629958	3.22950350653
> -L"dykes_camp"
-51.8223090964	3.49719286968
-51.7580636493	3.44008580554
-51.7080949681	3.39487604643
-51.6616954785	3.34609709581
-51.5986397619	3.27828245715
> -L"dykes_camp"
-51.4903742861	3.22236512351
-51.4225596474	3.16763752037
-51.3666423138	3.12480722227
> -L"dykes_camp"
-51.750877677	2.91579536752
-51.7308902046	2.84298386074
-51.7051920257	2.78873214981
-51.6794938469	2.72876973246
-51.6580786978	2.66737963851
-51.6138207231	2.54459945061
> -L"dykes_camp"
-52.3237329142	2.68689121876
-52.2939896516	2.64644038166
-52.2785231551	2.60955873607
-52.257108006	2.54412355841
> -L"dykes_camp"
-52.2083290554	2.64644038166
-52.1476527998	2.49415487728
> -L"dykes_camp"
-52.2071393249	2.71782421183
-52.1619295658	2.62978415462
> -L"dykes_camp"
-52.1536014523	2.48225757226
-52.1095814237	2.34186937291
> -L"dykes_camp"
-51.6848476341	2.35971533045
-51.6741400596	2.2954698833
-51.6313097615	2.20267090407
> -L"dykes_camp"
-51.6289303005	2.50367272131
-51.6146535344	2.45608350119
-51.5956178464	2.40373535906
-51.5777718889	2.34543856442
-51.5551670093	2.31093637984
-51.5289929382	2.22765524463
> -L"dykes_camp"
-51.443332342	2.40016616755
-51.4123993489	2.35138721693
-51.3802766254	2.2954698833
-51.3445847103	2.23241416664
> -L"dykes_camp"
-51.5397005128	2.42277104711
-51.5218545552	2.3359207204
-51.5040085977	2.27048554274
-51.4861626401	2.20742982608
-51.4635577606	2.09916435032
-51.4540399166	2.01826267612
-51.4397631505	1.96710426449
> -L"dykes_camp"
-51.7250843197	2.25336928657
-51.7193736133	2.19816579123
-51.7098557693	2.14772121791
-51.7003379253	2.11345697942
-51.6889165124	2.07824095654
-51.6889165124	2.05730169969
-51.6822540216	1.99258036033
-51.6698808244	1.94213578701
-51.6565558428	1.90406441091
-51.6375201547	1.86599303482
> -L"dykes_camp"
-51.3274763857	2.36615573824
-51.3024920451	2.31440246137
-51.2828614918	2.27335675902
-51.2757231088	2.20197292884
> -L"dykes_camp"
-52.2987525394	2.89543709573
