> -L"dykes_equamp"
-38.9303841742	-5.52424427572
-38.9301157775	-5.52408575736
-38.929851459	-5.52393187026
-38.9295907079	-5.52378231819
-38.9293332655	-5.523636954
-38.9290788146	-5.52349559865
-38.9288270905	-5.52335810513
-38.9285774749	-5.52322414107
-38.9283301393	-5.52309380401
-38.9280848884	-5.52296699104
-38.9278415532	-5.52284361483
-38.9275999539	-5.52272358452
-38.9273599727	-5.52260684199
-38.9271214783	-5.5224933233
-38.926884354	-5.522382973
-38.9263283905	-5.52212992429
-38.9257673022	-5.52187992765
-38.9252011056	-5.52163299039
-38.9246298178	-5.52138912002
-38.9240534557	-5.52114832376
-38.9234720386	-5.52091060964
-38.9228855853	-5.52067598541
-38.9222941158	-5.52044445901
-38.9216976418	-5.52021603518
-38.9210961931	-5.51999072541
-38.9204897915	-5.5197685379
-38.9198784601	-5.51954948108
-38.9192622213	-5.51933356299
-38.918641101	-5.51912079272
-38.9180151245	-5.51891117898
-38.9173843187	-5.51870473073
-38.9167486049	-5.51850142342
-38.9161081165	-5.51830130086
-38.9154628831	-5.51810437234
-38.9148129359	-5.51791064738
-38.9141583054	-5.51772013507
-38.9134990271	-5.51753284577
-38.9128351359	-5.51734878938
-38.9121666685	-5.51716797609
-38.9114936427	-5.51699041093
-38.9108161183	-5.51681610983
-38.9101341362	-5.51664508338
-38.9094477401	-5.51647734248
-38.9087569719	-5.51631289742
-38.9080618819	-5.5161517602
-38.907362519	-5.51599394216
-38.906658935	-5.515839455
-38.9058375522	-5.5156647132
-38.9050160519	-5.51549621074
-38.9041946154	-5.51533398477
-38.903373418	-5.51517806993
-38.902552639	-5.5150285002
-38.9017324396	-5.51488530484
-38.9009129845	-5.51474851264
-38.9000944333	-5.51461815021
-38.8992769958	-5.51449425035
-38.8984607706	-5.51437682741
-38.897645907	-5.51426590284
-38.896832549	-5.51416149626
-38.8960208439	-5.51406362649
-38.8952109229	-5.5139723093
-38.8944029205	-5.51388755984
-38.8935969663	-5.51380939172
-38.8927935456	-5.5137378477
-38.8919924213	-5.51367290243
-38.8911937141	-5.51361456565
-38.89039754	-5.51356284586
-38.8896040174	-5.51351775068
-38.8888132519	-5.51347928606
-38.8880253513	-5.51344745724
-38.8872404194	-5.5134222684
-38.8864585934	-5.51340372351
-38.885679936	-5.51339182361
-38.8849045433	-5.51338657015
-38.8841325081	-5.51338796377
-38.8833639247	-5.51339600425
-38.8825988771	-5.51341069066
-38.881837451	-5.51343202135
-38.881079729	-5.513459994
-38.8806516668	-5.51347885302
-38.8802214304	-5.51350007568
-38.8797890068	-5.51352366262
-38.879354382	-5.51354961459
-38.878478473	-5.51360861706
-38.8775935773	-5.51367709156
-38.8766995818	-5.51375504652
-38.875796312	-5.51384249682
-38.8748836037	-5.51393945834
-38.8739612673	-5.5140459512
-38.8730294384	-5.51416195515
-38.8720875491	-5.51428753633
-38.8711353452	-5.51442272861
-38.8701725277	-5.51456757439
-38.869198841	-5.51472211124
-38.8682138341	-5.51488640987
-38.8672170884	-5.51506054002
-38.866208098	-5.51524459
-38.8658896132	-5.51530551901
-38.865568628	-5.51537017186
-38.8652449881	-5.51543857963
-38.8649185191	-5.51551077916
-38.8645890645	-5.51558680461
-38.8642563854	-5.51566671072
-38.8639202564	-5.51575055154
-38.8635804172	-5.51583839203
-38.8632370938	-5.51593016697
-38.8628894648	-5.5160260894
-38.8625371757	-5.51612625703
-38.8621798018	-5.51623079054
-38.8618169955	-5.51633979016
-38.8614480738	-5.51645345968
-38.8610724052	-5.51657199349
-38.8606891882	-5.51669564441
-38.8600558648	-5.51690560551
-38.8593954242	-5.51713127662
-38.8587010401	-5.51737498222
-38.8579593074	-5.51764142319
-38.8573082765	-5.51787948399
-38.8565842477	-5.5181477163
-38.8541633858	-5.51905541967
-38.8532533658	-5.51939420621
-38.852346761	-5.51972658158
-38.8515280586	-5.52002030514
-38.8510849162	-5.52017609661
-38.8506568741	-5.52032411613
-38.8502414425	-5.52046522432
-38.8498369265	-5.5205999963
-38.8494414558	-5.52072905063
-38.8490543938	-5.52085259034
-38.8486747952	-5.52097091701
-38.8483019268	-5.521084259
-38.847899195	-5.5212032896
-38.8475030966	-5.52131674926
-38.8471130041	-5.52142481765
-38.8467284065	-5.52152763614
-38.8463487546	-5.52162535032
-38.8459737427	-5.52171803751
-38.8456030103	-5.52180578673
-38.8452362508	-5.52188867053
-38.8448727903	-5.52196683475
-38.8445127769	-5.52204024105
-38.844155978	-5.52210893678
-38.8438021901	-5.52217296114
-38.8434511978	-5.52223235266
-38.8431028546	-5.52228713566
-38.8427569993	-5.52233733548
-38.842413488	-5.522382973
-38.8415561075	-5.52248933934
-38.840770183	-5.52258211356
-38.8400310936	-5.52266419654
-38.8393287558	-5.52273669383
-38.8386512063	-5.52280078343
-38.8379984404	-5.52285640476
-38.8373667837	-5.52290386993
-38.8367538213	-5.52294335891
-38.8361500162	-5.52297535556
-38.835854035	-5.52298836247
-38.8355617741	-5.52299938545
-38.83527306	-5.52300843083
-38.8349877816	-5.52301550188
-38.8347058145	-5.52302060167
-38.8344270496	-5.52302373217
-38.8341512716	-5.52302489459
-38.8338785045	-5.52302408762
-38.8336086622	-5.52302131099
-38.833341668	-5.52301656392
-38.8330774415	-5.52300984487
-38.8328159249	-5.52300115229
-38.8325570561	-5.52299048411
-38.832300779	-5.522977838
-38.8320927412	-5.52296549272
-38.8318841719	-5.52295067769
-38.8316750485	-5.52293339133
-38.8314653474	-5.52291363167
-38.8312550457	-5.52289139658
-38.8310441162	-5.52286668322
-38.8308325323	-5.52283948849
-38.8306202661	-5.52280980878
-38.8304073068	-5.52277764289
-38.8301936056	-5.52274298379
-38.829979131	-5.52270582633
-38.8297638493	-5.52266616469
-38.8295477283	-5.52262399299
-38.8293307283	-5.5225793035
-38.8291128107	-5.52253208832
-38.8288939343	-5.52248233852
-38.8286743348	-5.52243011201
-38.8284536905	-5.52237533671
-38.828231954	-5.52231800083
-38.828009074	-5.5222580911
-38.8277850021	-5.5221955946
-38.8275596753	-5.52213049384
-38.8273330333	-5.5220627714
-38.8271050101	-5.52199240756
-38.8268756043	-5.52191940289
-38.8266446737	-5.52184371309
-38.8264121391	-5.52176531223
-38.826177913	-5.52168417079
-38.8259419148	-5.52160026105
-38.8257040309	-5.52151354274
-38.8254641532	-5.52142397649
-38.8252221603	-5.52133151699
-38.824802104	-5.52116617386
-38.8243746947	-5.52099188684
-38.8239390728	-5.52080830582
-38.8234941262	-5.52061496239
-38.8230391181	-5.52041154687
-38.8225718227	-5.52019707427
-38.822090227	-5.51997062197
-38.8215913446	-5.51973078657
-38.8211524921	-5.51951584426
-38.8206949537	-5.51928824903
-38.8202142143	-5.51904575873
-38.8197016039	-5.518784002
-38.8187177268	-5.51827474698
-38.8168836746	-5.51731553077
-38.8161488199	-5.51693309801
-38.8153913257	-5.51654309239
-38.8147092136	-5.51619727271
-38.8143167589	-5.51600122561
-38.8139385709	-5.51581465473
-38.8135721337	-5.51563631939
-38.8132157796	-5.51546540861
-38.8128676615	-5.51530104162
-38.8125271982	-5.51514294926
-38.8121934867	-5.51499071244
-38.8118658349	-5.51484401556
-38.8114705936	-5.5146709293
-38.8110826659	-5.51450539584
-38.8107012568	-5.51434707612
-38.8103257375	-5.51419570929
-38.8099554271	-5.51405102312
-38.8095899754	-5.51391288307
-38.8092289563	-5.51378112812
-38.8088720132	-5.51365562822
-38.8085183214	-5.51353610372
-38.8081681034	-5.51342264011
-38.8078210956	-5.51331515203
-38.8074770694	-5.51321356879
-38.8071357823	-5.51311781939
-38.8067970748	-5.51302785978
-38.8064607692	-5.51294364279
-38.806126708	-5.512865129
-38.8055458695	-5.51273503018
-38.8049641261	-5.51260852752
-38.8043814777	-5.51248562105
-38.8037979244	-5.51236631074
-38.8032134661	-5.5122505966
-38.8026281029	-5.51213847864
-38.8020418347	-5.51202995685
-38.8014546615	-5.51192503123
-38.8008665835	-5.51182370178
-38.8002776004	-5.51172596851
-38.7996877124	-5.5116318314
-38.7990969194	-5.51154129047
-38.7985052215	-5.51145434572
-38.7979126187	-5.51137099713
-38.7973191108	-5.51129124471
-38.7967246981	-5.51121508847
-38.7961293803	-5.5111425284
-38.7955331577	-5.5110735645
-38.79493603	-5.51100819678
-38.7943379974	-5.51094642522
-38.7937390599	-5.51088824984
-38.7931392174	-5.51083367063
-38.7925384699	-5.51078268759
-38.7919368175	-5.51073530073
-38.7913342602	-5.51069151004
-38.7907307979	-5.51065131551
-38.7901264306	-5.51061471716
-38.7895211584	-5.51058171499
-38.7889149812	-5.51055230898
-38.7883078991	-5.51052649915
-38.787699912	-5.51050428549
-38.78709102	-5.510485668
> -L"dykes_equamp"
-38.612795501	-5.543798122
-38.6121462104	-5.54288819834
-38.6114912247	-5.54198331062
-38.610830544	-5.54108345883
-38.6101641681	-5.54018864298
-38.6094920972	-5.53929886307
-38.6088143312	-5.5384141191
-38.6081308701	-5.53753441108
-38.607441714	-5.536659739
-38.6070825819	-5.53621164295
-38.6067160972	-5.53576334068
-38.6063421171	-5.53531465766
-38.6059604805	-5.53486540056
-38.6055710392	-5.53441539396
-38.6051735747	-5.53396438472
-38.6047678774	-5.53351213486
-38.6043537063	-5.53305837569
-38.6039312026	-5.53260325094
-38.6034996815	-5.53214601218
-38.6030588178	-5.53168631468
-38.6026082281	-5.5312237587
-38.6021475816	-5.53075800233
-38.6016762951	-5.530288454
-38.6011938191	-5.529814566
-38.6006994802	-5.52933567681
-38.6002116256	-5.5288692021
-38.5997112426	-5.52839661761
-38.5991973923	-5.52791703617
-38.5986688592	-5.52742932313
-38.5981248139	-5.52693270439
-38.5975628491	-5.52642497412
-38.5969807629	-5.52590414188
-38.5963753275	-5.52536731899
-38.5958130174	-5.52487270181
-38.5952245457	-5.52435865778
-38.5939417058	-5.52324839057
-38.5926345287	-5.52212740778
-38.5901265828	-5.51998763404
-38.5891021875	-5.51911131645
-38.5880406554	-5.51819804675
-38.5870912178	-5.51737452808
-38.5860115928	-5.51642771706
-38.5855023726	-5.51597645336
-38.5850099356	-5.5155367567
-38.5845316469	-5.51510626748
-38.5840667001	-5.51468425242
-38.5836138283	-5.51426956145
-38.5831720683	-5.51386131234
-38.5826328208	-5.51335756627
-38.5821083753	-5.51286147429
-38.5815975936	-5.51237195944
-38.581099588	-5.51188817065
-38.580613408	-5.51140918097
-38.5801385772	-5.51093451766
-38.5796745156	-5.51046360068
-38.5792207441	-5.50999594377
-38.5787761702	-5.50953040451
-38.5783411077	-5.50906729434
-38.5779152152	-5.50860625011
-38.5774982016	-5.50814695624
-38.5770897613	-5.50768907533
-38.5766896973	-5.50723238534
-38.576297792	-5.5067766377
-38.575913855	-5.506321611
-38.5756100903	-5.50595561544
-38.5753032733	-5.50558096416
-38.5749928998	-5.5051970415
-38.5746783368	-5.50480306482
-38.5743591279	-5.50439846838
-38.5740341065	-5.50398177935
-38.5737022173	-5.50355164547
-38.5733619881	-5.50310615929
-38.5730137759	-5.50264582865
-38.5726529789	-5.50216460888
-38.5718779349	-5.50111851607
-38.5710664941	-5.50000990138
-38.5694597953	-5.49779925732
-38.5687831882	-5.49687205713
-38.5680702313	-5.49590349326
-38.5674256935	-5.49503875222
-38.5670433614	-5.49453190078
-38.5666735985	-5.49404667882
-38.5663137782	-5.49357964063
-38.5659621702	-5.49312854179
-38.5656168415	-5.49269091381
-38.5652771974	-5.49226601473
-38.5649422965	-5.49185266744
-38.564611416	-5.49144998
-38.5627210444	-5.48917263336
-38.561921526	-5.48821569169
-38.5611735841	-5.48732531478
-38.5604506835	-5.48647004245
-38.5597571011	-5.48565507428
-38.5590865053	-5.48487297218
-38.5584349785	-5.48411916959
-38.5577842913	-5.48337280091
-38.5571477222	-5.48264933045
-38.5565231706	-5.48194637147
-38.5559090759	-5.48126216798
-38.5553037238	-5.4805948161
-38.5547063755	-5.47994350799
-38.5541160562	-5.47930718079
-38.5535319768	-5.47868498432
-38.5529367765	-5.47805875241
-38.5523467657	-5.47744597976
-38.5517613431	-5.47684604205
-38.5511800006	-5.4762584186
-38.5506021918	-5.47568255897
-38.5500275835	-5.47511813257
-38.5494557935	-5.47456476418
-38.5488864885	-5.47402213116
-38.5483189721	-5.47348957847
-38.5477533503	-5.4729672139
-38.5471893587	-5.47245479337
-38.5466267614	-5.47195210267
-38.5460653083	-5.47145891896
-38.5455048226	-5.47097508744
-38.5449451107	-5.47050044107
-38.544385997	-5.470034831
-38.5440146027	-5.46973174589
-38.5436329123	-5.46942689518
-38.5432402452	-5.46911973489
-38.5428357243	-5.46880957863
-38.5424187364	-5.46849594739
-38.5419875721	-5.46817754693
-38.5415406608	-5.46785321645
-38.5410757309	-5.4675213067
-38.5406251359	-5.46720436489
-38.5401530917	-5.46687670744
-38.5396552225	-5.46653529274
-38.5391232712	-5.46617445642
-38.5380541585	-5.46545834688
-38.5359642628	-5.46407264186
-38.5351001438	-5.46349652697
-38.5342021011	-5.46289064877
-38.5337921058	-5.46261058398
-38.5334010742	-5.46234096289
-38.5329343769	-5.4620154711
-38.5324879864	-5.46169984137
-38.5320587722	-5.46139185936
-38.5316446925	-5.46109005871
-38.5312435065	-5.46079279599
-38.5308545372	-5.46049955903
-38.5304767153	-5.46020954136
-38.530109231	-5.459922121
-38.5296263514	-5.45953709841
-38.5291428118	-5.45914416354
-38.5286584036	-5.45874314682
-38.5281728939	-5.45833385566
-38.5276860731	-5.45791611403
-38.5271976315	-5.45748965706
-38.5267072785	-5.45705423111
-38.5262146832	-5.45660954239
-38.5257200672	-5.45615580357
-38.5252224589	-5.4556921358
-38.5247214252	-5.45521813586
-38.5242164582	-5.45473332307
-38.5237071311	-5.45423729065
-38.5231926669	-5.45372928424
-38.522672348	-5.4532085957
-38.522145291	-5.45267434105
-38.521673614	-5.45219062502
-38.5211950724	-5.45169469143
-38.5207087257	-5.45118556594
-38.5202133627	-5.45066198082
-38.5197081747	-5.45012309005
-38.5191907617	-5.44956634185
-38.5186589587	-5.44898940786
-38.5181095776	-5.4483888299
-38.5171116907	-5.44728758723
-38.5160099887	-5.44605930798
-38.5149143373	-5.44482880442
-38.5120328649	-5.4415815784
-38.5111760751	-5.44062141875
-38.510403808	-5.43976115054
-38.509525023	-5.43879006749
-38.5086991247	-5.43788676007
-38.5079103025	-5.43703394181
-38.5071504477	-5.43622285912
-38.5066912859	-5.43573816461
-38.5062397362	-5.43526575914
-38.5057948484	-5.43480464872
-38.5053558703	-5.43435405413
-38.5049219853	-5.43391313918
-38.5044927741	-5.43348148011
-38.5040677246	-5.43305856205
-38.5036464078	-5.43264395806
-38.503227824	-5.4322366947
-38.5028122428	-5.43183704434
-38.5023993446	-5.43144469982
-38.5019888522	-5.43105939765
-38.5015804699	-5.43068086096
-38.5011740029	-5.43030890988
-38.5007692337	-5.42994334544
-38.500365969	-5.429583993
-38.4998250447	-5.42910293341
-38.4992303753	-5.42856959015
-38.498593372	-5.42799463007
-38.4967620818	-5.42633660433
-38.4961875462	-5.42581971176
-38.4956707576	-5.42535797543
-38.4950707411	-5.42482691498
-38.4945080227	-5.4243349356
-38.4939713524	-5.42387220569
-38.4934550525	-5.42343383882
-38.4931570303	-5.42318413113
-38.4928639477	-5.42294110249
-38.4925752245	-5.42270427192
-38.4922903992	-5.42247326091
-38.4920089712	-5.42224766482
-38.49173068	-5.42202727593
-38.4914552093	-5.42181184384
-38.4911822932	-5.42160116076
-38.4909113193	-5.4213947595
-38.4906424478	-5.42119276783
-38.4903754803	-5.42099503683
-38.4901102446	-5.42080143886
-38.489846557	-5.42061184035
-38.4895842962	-5.42042615438
-38.489323327	-5.42024428521
-38.489063529	-5.420066149
-38.4887799667	-5.41987712427
-38.4884868627	-5.41968922584
-38.4881836031	-5.41950205955
-38.4878693741	-5.41931512279
-38.487543657	-5.41912809321
-38.4872047416	-5.4189399758
-38.4868510608	-5.41874989885
-38.4864802127	-5.41855657058
-38.486165069	-5.41839645764
-38.4858339632	-5.41823179644
-38.485483516	-5.41806090234
-38.485107065	-5.41788052437
-38.4844002989	-5.41754836345
-38.4826566307	-5.41673950712
-38.482175901	-5.41651260992
-38.4817450003	-5.41630554913
-38.4812814111	-5.41607757123
-38.4808501746	-5.4158593906
-38.4804437282	-5.41564717721
-38.4800581428	-5.41543887207
-38.479844847	-5.41532031639
-38.4796370169	-5.41520227854
-38.4794342867	-5.41508455062
-38.4792363641	-5.41496696281
-38.4790429375	-5.41484932897
-38.4788538404	-5.41473154662
-38.4786688751	-5.41461349265
-38.4784878761	-5.41449506138
-38.478310481	-5.41437601029
-38.4781367792	-5.41425639387
-38.4779666504	-5.41413612926
-38.4777999908	-5.41401514306
-38.477636692	-5.41389335619
-38.4774766822	-5.41377071465
-38.4773198826	-5.41364715813
-38.477166224	-5.413522632
-38.4770112939	-5.41339327006
-38.4768570265	-5.41326042118
-38.4767033595	-5.41312403167
-38.4765502239	-5.41298404046
-38.4763975576	-5.41284039118
-38.4762452711	-5.41269299988
-38.4760932806	-5.41254178554
-38.4759414917	-5.4123866544
-38.4757899566	-5.4122276659
-38.4756384108	-5.41206454871
-38.4754867344	-5.41189717402
-38.475334789	-5.41172538891
-38.4751824568	-5.41154906171
-38.4750295329	-5.41136795635
-38.4748758285	-5.41118184958
-38.4747211158	-5.41099046562
-38.4745747566	-5.4108057487
-38.474427034	-5.4106157885
-38.4742776664	-5.41042022327
-38.4741262949	-5.41021858317
-38.4739726756	-5.41001054884
-38.4738161125	-5.40979518333
-38.4736559806	-5.40957162755
-38.4734913733	-5.4093386163
-38.4731857933	-5.40889840725
-38.4728507048	-5.40840634391
-38.4725144388	-5.40790563663
-38.47161335	-5.40655507516
-38.4713402855	-5.40615040531
-38.4710932778	-5.40578877269
-38.470808695	-5.40537888783
-38.4705395441	-5.40499926425
-38.4702806035	-5.40464254251
-38.4700291871	-5.40430503342
-38.4698749566	-5.40410261126
-38.4697224697	-5.4039060965
-38.469571399	-5.40371506752
-38.4694214849	-5.40352919602
-38.4692724429	-5.40334813132
-38.4691241272	-5.40317169814
-38.4689763585	-5.40299968323
-38.4688289857	-5.40283191096
-38.4686816514	-5.40266798273
-38.4685344516	-5.40250801392
-38.4683872722	-5.40235188045
-38.4682400135	-5.40219947666
-38.4680925683	-5.40205069223
-38.467944866	-5.40190545623
-38.4677968269	-5.40176369052
-38.46764838	-5.401625327
-38.4673951451	-5.40139413524
-38.4671402581	-5.40116466651
-38.4668837189	-5.4009369208
-38.4666255276	-5.4007108981
-38.4663656842	-5.40048659843
-38.4661041886	-5.40026402178
-38.4658410408	-5.40004316815
-38.465576241	-5.39982403754
-38.465309789	-5.39960662995
-38.4650416848	-5.39939094538
-38.4647719285	-5.39917698383
-38.46450052	-5.39896474531
-38.4642274594	-5.3987542298
-38.4639527467	-5.39854543731
-38.4636763818	-5.39833836785
-38.4633983648	-5.3981330214
-38.4631186957	-5.39792939798
-38.4628373743	-5.39772749757
-38.4625544009	-5.39752732019
-38.4622697753	-5.39732886582
-38.4619834976	-5.39713213448
-38.4616955677	-5.39693712615
-38.4614059857	-5.39674384085
-38.4611147515	-5.39655227856
-38.4608218652	-5.3963624393
-38.4605273267	-5.39617432305
-38.4602311361	-5.39598792983
-38.4599332934	-5.39580325962
-38.4596337985	-5.39562031244
-38.4593326515	-5.39543908827
-38.4590298523	-5.39525958713
-38.458725401	-5.395081809
> -L"dykes_equamp"
-38.58662143	-5.52773676
-38.5861939196	-5.52730262023
-38.585763924	-5.52687183644
-38.5853314433	-5.52644440865
-38.5848964775	-5.52602033684
-38.5844590266	-5.52559962101
-38.5840190905	-5.52518226117
-38.5835766692	-5.52476825732
-38.5831317629	-5.52435760946
-38.5826843714	-5.52395031757
-38.5822344947	-5.52354638168
-38.581782133	-5.52314580177
-38.581327286	-5.52274857785
-38.580869954	-5.52235470991
-38.5804101368	-5.52196419795
-38.5799478345	-5.52157704198
-38.579483047	-5.521193242
-38.5791305233	-5.52090756976
-38.5787715042	-5.52062333305
-38.5784058176	-5.52034039576
-38.5780332676	-5.52005860622
-38.5776536769	-5.5197778294
-38.5772667726	-5.51949786261
-38.5768722945	-5.51921851758
-38.5764699394	-5.5189395795
-38.5760599743	-5.51866122077
-38.5756414403	-5.51838277784
-38.5752139152	-5.51810396971
-38.5747768897	-5.51782446419
-38.574329944	-5.51754399009
-38.5738722516	-5.51726202612
-38.5734030413	-5.51697809691
-38.5729213296	-5.51669160722
-38.572521782	-5.51645754866
-38.572112556	-5.51622092951
-38.5716927934	-5.51598125329
-38.5712613687	-5.51573787729
-38.5708175581	-5.51549038739
-38.5703590401	-5.51523748337
-38.5693883546	-5.51471019376
-38.5685258814	-5.51424927031
-38.5675628828	-5.51374089281
-38.5666264194	-5.51325077894
-38.5642863757	-5.51203098892
-38.563036102	-5.51137380503
-38.5623889769	-5.5110300013
-38.5617839799	-5.51070551316
-38.5612103026	-5.51039454164
-38.5606623356	-5.51009404222
-38.5600470514	-5.50975200918
-38.5594564462	-5.50941849247
-38.5588869356	-5.50909146713
-38.5583361151	-5.50876955111
-38.5578013503	-5.50845119458
-38.5572817772	-5.50813587233
-38.5567760939	-5.50782279397
-38.556283302	-5.507511341
-38.5551855984	-5.50680755149
-38.5540903528	-5.50609999543
-38.5529975653	-5.50538867282
-38.5519072359	-5.50467358365
-38.5508193645	-5.50395472792
-38.5497339511	-5.50323210565
-38.5486509959	-5.50250571681
-38.5475704986	-5.50177556142
-38.5464924595	-5.50104163948
-38.5454168784	-5.50030395099
-38.5443437553	-5.49956249594
-38.5432730903	-5.49881727433
-38.5422048834	-5.49806828617
-38.5411391345	-5.49731553146
-38.5400758437	-5.4965590102
-38.539015011	-5.49579872238
-38.5379566363	-5.495034668
-38.5369007197	-5.49426684708
-38.5358472611	-5.4934952596
-38.5347962606	-5.49271990556
-38.5337477181	-5.49194078497
-38.5327016337	-5.49115789783
-38.5316580074	-5.49037124414
-38.5306168391	-5.48958082389
-38.5295781289	-5.48878663709
-38.5285418767	-5.48798868374
-38.5275080826	-5.48718696383
-38.5264767466	-5.48638147737
-38.5254478686	-5.48557222436
-38.5244214487	-5.48475920479
-38.5233974868	-5.48394241867
-38.522375983	-5.483121866
> -L"dykes_equamp"
-38.668712835	-5.590197611
-38.6681345808	-5.58943747779
-38.6675515805	-5.58868207364
-38.6669638342	-5.58793139854
-38.666371342	-5.58718545249
-38.6657741037	-5.58644423551
-38.6651721195	-5.5857077476
-38.6645653892	-5.58497598876
-38.663953913	-5.584248959
-38.663436639	-5.58364194805
-38.6629160165	-5.58303827339
-38.6623920457	-5.58243793503
-38.6618647264	-5.58184093297
-38.6613340586	-5.58124726721
-38.6608000425	-5.58065693775
-38.6602626779	-5.58006994458
-38.6597219649	-5.57948628771
-38.6591779034	-5.57890596715
-38.6586304935	-5.57832898288
-38.6580797352	-5.5777553349
-38.6575256285	-5.57718502323
-38.6569681733	-5.57661804785
-38.6564073697	-5.57605440878
-38.6558432177	-5.575494106
-38.6552757172	-5.57493713952
-38.6547048683	-5.57438350933
-38.654130671	-5.57383321545
-38.6535531252	-5.57328625786
-38.652972231	-5.57274263658
-38.6523879884	-5.57220235159
-38.6518003974	-5.5716654029
-38.6512094579	-5.5711317905
-38.65061517	-5.57060151441
-38.6500175337	-5.57007457461
-38.6494165489	-5.56955097111
-38.6488122157	-5.56903070391
-38.6482045341	-5.56851377301
-38.647593504	-5.5680001784
-38.6469791255	-5.5674899201
-38.6463613986	-5.56698299809
-38.6457403233	-5.56647941238
-38.6451158995	-5.56597916297
-38.6444881273	-5.56548224985
-38.6438570067	-5.56498867304
-38.6432225376	-5.56449843252
-38.6425847201	-5.5640115283
-38.6419435542	-5.56352796038
-38.6412990398	-5.56304772875
-38.640651177	-5.56257083343
-38.6399999658	-5.5620972744
-38.6393454062	-5.56162705167
-38.6386874981	-5.56116016524
-38.6380262416	-5.5606966151
-38.6373616366	-5.56023640127
-38.6366936833	-5.55977952373
-38.6360223815	-5.55932598249
-38.6353477312	-5.55887577755
-38.6346697326	-5.55842890891
-38.6339883855	-5.55798537656
-38.63330369	-5.55754518051
-38.632615646	-5.55710832076
-38.6319242536	-5.55667479731
-38.6312295128	-5.55624461016
-38.6305314236	-5.5558177593
-38.6298299859	-5.55539424474
-38.6291251998	-5.55497406648
-38.6284170652	-5.55455722452
-38.6277055823	-5.55414371885
-38.6269907509	-5.55373354949
-38.6262725711	-5.55332671642
-38.6255510428	-5.55292321965
-38.6248261661	-5.55252305918
-38.624097941	-5.552126235
> -L"dykes_equamp"
-38.944135446	-5.65801225
-38.897735957	-5.643140619
> -L"dykes_equamp"
-38.69310231	-5.605069243
-38.633615785	-5.596146264
-38.590190622	-5.586033555
> -L"dykes_equamp"
-38.581862508	-5.57413625
-38.547360323	-5.56283381
-38.522375983	-5.556290292
-38.495607047	-5.549151909
-38.460509997	-5.5390392
> -L"dykes_equamp"
-38.709758537	-5.628863853
-38.692507445	-5.602689782
> -L"dykes_equamp"
-39.424786569	-4.82877009
-39.4239957118	-4.82853603706
-39.4232043066	-4.82830509106
-39.4224123535	-4.82807725199
-39.4216198525	-4.82785251986
-39.4208268035	-4.82763089467
-39.4200332066	-4.82741237642
-39.4192390618	-4.82719696511
-39.4184443691	-4.82698466073
-39.4176491284	-4.82677546329
-39.4168533398	-4.82656937279
-39.4160570032	-4.82636638923
-39.4152601187	-4.82616651261
-39.4144626863	-4.82596974292
-39.4136647059	-4.82577608017
-39.4128661777	-4.82558552436
-39.4120671014	-4.82539807548
-39.4112674773	-4.82521373355
-39.4104673052	-4.82503249855
-39.4096665852	-4.82485437048
-39.4088653172	-4.82467934936
-39.4080635014	-4.82450743517
-39.4072611375	-4.82433862793
-39.4064582258	-4.82417292761
-39.4056547661	-4.82401033424
-39.4048507585	-4.8238508478
-39.4040462029	-4.82369446831
-39.4032410994	-4.82354119574
-39.402435448	-4.82339103012
-39.4016292487	-4.82324397143
-39.4008225014	-4.82310001969
-39.4000152062	-4.82295917487
-39.399207363	-4.822821437
-39.3986907348	-4.82273617292
-39.3981640234	-4.82265280934
-39.3976263265	-4.8225712033
-39.3970764961	-4.82249118041
-39.3965137166	-4.82241261746
-39.3959358079	-4.82233520576
-39.3953407806	-4.82225867832
-39.3947258063	-4.82218267097
-39.393474884	-4.8220364524
-39.3920908232	-4.82188514664
-39.3906458111	-4.8217352585
-39.3878001945	-4.82144917521
-39.3866132363	-4.82132773568
-39.3853723514	-4.82119600664
-39.3842600121	-4.82107175172
-39.3836068263	-4.82099530332
-39.3829794512	-4.82091902087
-39.3823734516	-4.82084236451
-39.3817859246	-4.82076496614
-39.3812136622	-4.8206863965
-39.3806556893	-4.82060651471
-39.3801104634	-4.82052509976
-39.37957681	-4.820441976
-39.378159399	-4.82021133217
-39.3767338246	-4.8199690822
-39.3752998288	-4.81971518226
-39.3738571308	-4.81944958267
-39.3724054675	-4.81917223528
-39.3709444918	-4.8188830741
-39.3694738714	-4.81858203338
-39.3679932414	-4.81826903847
-39.3665026082	-4.81794409454
-39.3650011694	-4.8176070305
-39.3634884842	-4.81725774744
-39.3619640635	-4.81689613244
-39.3604274582	-4.81652207962
-39.3588780285	-4.81613543388
-39.357315167	-4.81573604369
-39.3557381889	-4.81532373409
-39.3541557743	-4.81490085588
-39.3525578792	-4.81446480529
-39.3509436389	-4.81401534646
-39.3493120584	-4.81355220241
-39.3476622649	-4.81307512703
-39.3459928269	-4.81258370794
-39.3443024039	-4.81207755071
-39.3425894058	-4.8115561793
-39.3408559729	-4.811020273
-39.3390962617	-4.81046805268
-39.3373079856	-4.80989880101
-39.3354883011	-4.80931161306
-39.3336350595	-4.80870580231
-39.3317432046	-4.80807972248
-39.3298081144	-4.8074318447
-39.327823533	-4.806760075
-39.3266398335	-4.80635470889
-39.3254514707	-4.80594257316
