> -L"dykes_equamp"
-39.478633587	-4.326635172
-39.467926013	-4.321638303
-39.455076923	-4.311644567
-39.432234098	-4.303078508
-39.420455766	-4.297367801
-39.411175868	-4.291657095
-39.39761294	-4.284518712
-39.385834608	-4.27666649
-39.365133297	-4.265601997
-39.348001178	-4.252752907
-39.32622911	-4.240974575
-39.310167748	-4.234550031
-39.295890982	-4.22634089
-39.28411265	-4.220630184
> -L"dykes_equamp"
-39.436802663	-4.5110434
-39.424905358	-4.502001448
-39.412056268	-4.490580035
-39.393496473	-4.476303269
-39.381123275	-4.468688994
-39.36494294	-4.454412228
-39.35399742	-4.443466707
-39.336865301	-4.429665833
-39.329726918	-4.423479235
-39.314974259	-4.413485498
> -L"dykes_equamp"
-39.522344286	-4.444537464
-39.510209035	-4.437756001
-39.490221562	-4.428119183
-39.467378737	-4.417768528
-39.454886566	-4.409559388
-39.442037477	-4.399922571
-39.433471417	-4.392784188
-39.423120762	-4.3874304
> -L"dykes_equamp"
-39.458455758	-4.428119183
-39.443465154	-4.419196205
-39.429188388	-4.407774792
-39.414554702	-4.397781056
-39.395994907	-4.390285753
-39.381004302	-4.38350429
-39.368869051	-4.380292017
> -L"dykes_equamp"
-39.352426976	-4.589375256
-39.332439503	-4.573670813
-39.306027486	-4.549400311
-39.295029497	-4.534776661
> -L"dykes_equamp"
-39.312455996	-3.905510231
-39.286876791	-3.895992387
-39.267841103	-3.885284813
-39.228579996	-3.863274798
-39.180395911	-3.838885323
-39.150652648	-3.824013692
-39.129237499	-3.814495848
-39.103658293	-3.804383138
-39.089381527	-3.797244755
-39.06142286	-3.78415772
-39.041792307	-3.774639876
-39.02632581	-3.764527167
-39.014428505	-3.756199053
-39.000151739	-3.747276074
> -L"dykes_equamp"
-39.189556835	-3.798434486
-39.170283201	-3.783443882
-39.150295729	-3.769880954
-39.12888058	-3.747751967
-39.106394673	-3.726217844
-39.086169255	-3.708371887
-39.062374645	-3.685767007
-39.042744091	-3.664351858
> -L"dykes_equamp"
-38.723479911	-4.320250285
-38.691119241	-4.294552106
-38.654951434	-4.265998574
-38.638295207	-4.250888996
-38.606767349	-4.22412006
-38.58654193	-4.199730585
-38.571432353	-4.187952253
-38.537525033	-4.158803855
-38.527412324	-4.148691146
> -L"dykes_equamp"
-39.128598097	-4.213735816
-39.099006447	-4.198659827
-39.06985805	-4.18081387
-39.040114787	-4.164752508
-39.006802333	-4.144527089
-38.975274475	-4.126681132
-38.931849311	-4.102886522
> -L"dykes_equamp"
-39.142820256	-4.312778777
-39.117122077	-4.289460059
-39.097134604	-4.272803832
-39.070008749	-4.253768144
-39.03574451	-4.232352995
-39.004811517	-4.214269091
-38.982444584	-4.200468218
-38.961505327	-4.189998589
-38.945324992	-4.183336098
> -L"dykes_equamp"
-39.720529593	-4.23934861
-39.691976061	-4.227213359
-39.672702427	-4.219361138
-39.654142631	-4.207939725
-39.631299805	-4.192235282
-39.600604758	-4.17224781
-39.577048094	-4.161540235
-39.55503808	-4.156186448
-39.515776974	-4.140125086
-39.484843981	-4.121089398
> -L"dykes_equamp"
-39.338447642	-4.136793841
-39.315247897	-4.121327344
-39.289073826	-4.111214635
-39.258735698	-4.096937869
-39.22601811	-4.077902181
-39.20478142	-4.062554658
-39.180867837	-4.048277892
> -L"dykes_equamp"
-39.345050646	-4.151070607
-39.316497114	-4.137507679
-39.287586663	-4.121446318
-39.253322425	-4.104671117
-39.227267327	-4.091465109
-39.20049839	-4.07433299
-39.17979708	-4.057557789
> -L"dykes_equamp"
-40.06273811	-4.540135152
-40.027046195	-4.522289195
-39.987785088	-4.496709989
-39.955662365	-4.479458897
-39.921755045	-4.465182131
-39.889632322	-4.447931038
-39.864053116	-4.432464542
> -L"dykes_equamp"
-39.910928498	-4.454355583
-39.890584106	-4.441506494
-39.870596634	-4.429371242
-39.852036838	-4.419734425
-39.829194012	-4.408669932
-39.809563459	-4.397248519
-39.782080684	-4.385827106
> -L"dykes_equamp"
-39.873333014	-4.181252946
-39.849419431	-4.17554224
-39.823721252	-4.172329967
> -L"dykes_equamp"
-39.725520896	-4.547333022
-39.706604181	-4.537696205
-39.662346206	-4.516281056
-39.633078836	-4.503075047
-39.578470206	-4.482254763
> -L"dykes_equamp"
-39.848991128	-4.720161206
-39.83114517	-4.710643362
-39.811514617	-4.702315249
-39.786530276	-4.688633348
-39.77106378	-4.676141178
> -L"dykes_equamp"
-39.74726917	-4.715997149
-39.732397538	-4.696961461
-39.709792659	-4.678520639
-39.690756971	-4.661269546
-39.661608574	-4.638664667
-39.639598559	-4.62319817
> -L"dykes_equamp"
-39.557158167	-4.606641087
-39.530032311	-4.59272124
-39.492198881	-4.569878415
-39.467599906	-4.552666242
> -L"dykes_equamp"
-39.564855723	-4.268519678
-39.533446838	-4.249602963
-39.496327246	-4.223547865
-39.471342906	-4.208557261
-39.433152557	-4.190354384
-39.412451246	-4.176791457
> -L"dykes_equamp"
-39.716534465	-4.342021229
-39.691788071	-4.325840894
-39.66133097	-4.306329314
> -L"dykes_equamp"
-40.546966356	-4.720641064
-40.508419088	-4.698512077
-40.473441011	-4.678524604
-40.441318287	-4.655681779
> -L"dykes_equamp"
-41.015585338	-3.390895144
-40.989411267	-3.361746747
-40.945986104	-3.318321583
-40.904345536	-3.276681016
-40.872817678	-3.248722349
-40.823443862	-3.210056108
-40.784777621	-3.18090771
> -L"dykes_equamp"
-40.572410726	-3.393512551
-40.550400712	-3.375666594
-40.505190952	-3.34235414
-40.467119576	-3.320344125
-40.443324966	-3.300118707
> -L"dykes_equamp"
-40.3185381	-3.259257413
-40.295695274	-3.246884215
-40.269997095	-3.232131557
-40.22573912	-3.210240516
-40.159114212	-3.192156612
-40.100579471	-3.18739769
-40.081543783	-3.189777151
> -L"dykes_equamp"
-39.930658195	-4.494197675
-39.903294394	-4.481110639
-39.876525457	-4.463264682
-39.848566791	-4.446013589
> -L"dykes_equamp"
-40.068666934	-4.587591519
-40.037733941	-4.573314753
-39.980032011	-4.544761221
-39.944934961	-4.522751207
-39.912812238	-4.503715519
-39.897345741	-4.492413079
-39.881879245	-4.476351717
> -L"dykes_equamp"
-39.429436632	-4.245044313
-39.408021483	-4.228982951
-39.382442277	-4.198049958
> -L"dykes_equamp"
-39.412780405	-4.199239688
-39.396124178	-4.181393731
-39.372329568	-4.165332369
-39.347940092	-4.139753163
-39.339611979	-4.127855858
> -L"dykes_equamp"
-39.441333937	-4.1665221
-39.404452291	-4.146296681
-39.353293879	-4.113579092
-39.305704659	-4.08502556
-39.280125454	-4.064205276
> -L"dykes_equamp"
-39.242886889	-4.132376834
-39.216712818	-4.115720607
-39.176261981	-4.08776194
-39.157821158	-4.072295444
-39.135216278	-4.059208408
> -L"dykes_equamp"
-39.18880174	-4.029861722
-39.154299556	-4.016774687
-39.131099811	-4.006661978
-39.102546279	-3.995954403
-39.075777342	-3.989410885
> -L"dykes_equamp"
-38.958311284	-4.285296861
-38.93630127	-4.260907386
-38.910722064	-4.234733315
-38.861348248	-4.191903017
-38.840171045	-4.168346353
> -L"dykes_equamp"
-38.963712661	-4.099817876
-38.904702028	-4.071264344
-38.860919945	-4.042710812
-38.832366413	-4.025578693
-38.784777193	-4.00559122
-38.751464739	-3.982748395
> -L"dykes_equamp"
-39.054132179	-3.958953784
-38.986555486	-3.937062743
-38.922785931	-3.91041278
-38.862823514	-3.884714601
-38.828559275	-3.872341404
-38.800957528	-3.858064638
-38.78192184	-3.852353931
-38.744802248	-3.839980734
> -L"dykes_equamp"
-38.844620637	-3.985405459
-38.786918708	-3.961610849
-38.736950027	-3.936031643
-38.698878651	-3.911642168
-38.664376466	-3.894391076
-38.595372097	-3.865242679
-38.55492126	-3.839663473
-38.511496096	-3.820032919
> -L"dykes_equamp"
-38.697094055	-3.992543842
-38.654858622	-3.983620864
-38.617382111	-3.972913289
-38.565033969	-3.956851927
> -L"dykes_equamp"
-38.808928722	-4.090101744
-38.772641942	-4.063927673
-38.730406509	-4.030020353
-38.687576211	-4.002061686
> -L"dykes_equamp"
-38.870675735	-4.026570135
-38.839980688	-4.010151854
-38.771095292	-3.969463071
-38.740043326	-3.954829385
> -L"dykes_equamp"
-39.164169056	-3.700145021
-39.133082695	-3.677907714
-39.083114014	-3.638408661
-39.0412355	-3.606999776
-39.002688232	-3.577494459
> -L"dykes_equamp"
-39.040283716	-3.872547624
-39.030289979	-3.867788702
-39.016013213	-3.865885133
-38.991028873	-3.854701666
-38.939275596	-3.83649879
-38.888236157	-3.809372934
-38.865750251	-3.792954653
-38.835721453	-3.782485025
-38.82001701	-3.776774318
-38.805740244	-3.76356831
> -L"dykes_equamp"
-38.760233053	-4.14190261
-38.722399623	-4.118345946
-38.674572456	-4.089792414
-38.651015792	-4.07051878
-38.637452865	-4.056242013
> -L"dykes_equamp"
-38.147720132	-4.682873069
-38.132015689	-4.675734686
-38.104889834	-4.667168627
-38.074908625	-4.655033376
> -L"dykes_equamp"
-38.365627205	-4.89377263
-38.348495086	-4.88520657
-38.332790643	-4.874736942
-38.311375494	-4.871405696
-38.288056776	-4.866170882
-38.260455029	-4.859984284
-38.236660419	-4.853321793
-38.220955976	-4.849514655
-38.220599057	-4.853797685
-38.198826989	-4.844874706
-38.184193303	-4.839164
-38.165276588	-4.832382536
> -L"dykes_equamp"
-39.778328525	-6.988618712
-39.754058022	-6.973628108
-39.73407055	-6.951499121
-39.711941562	-6.932939325
-39.680532677	-6.905813469
-39.647696115	-6.885112159
-39.594872081	-6.85941398
-39.586306021	-6.851561758
> -L"dykes_equamp"
-39.58820959	-6.845613106
-39.57298104	-6.83561937
-39.557752489	-6.828005094
-39.545855184	-6.820390819
-39.533481987	-6.817059574
-39.52539182	-6.809921191
-39.491603473	-6.789933718
-39.473995462	-6.769946246
-39.441634792	-6.744248067
-39.428309811	-6.7361579
-39.417840182	-6.733778439
> -L"dykes_equamp"
-40.410029815	-7.10330675
-40.382666014	-7.084865927
-40.354707347	-7.064045643
-40.319610297	-7.033707515
> -L"dykes_equamp"
-40.367199517	-7.146137048
-40.348758694	-7.130670551
-40.329128141	-7.116393785
-40.313066779	-7.112824594
-40.292246495	-7.11579892
> -L"dykes_equamp"
-43.445632835	-10.69397561
-43.433140665	-10.673155326
-43.42005363	-10.646981255
-43.400423076	-10.608909879
-43.381387388	-10.580356347
-43.365920892	-10.554182276
-43.357592778	-10.54109524
-43.348669799	-10.534551723
-43.336772494	-10.533361992
-43.326659785	-10.52741334
-43.318331672	-10.515516035
-43.312977884	-10.501834134
-43.308813828	-10.486367637
> -L"dykes_equamp"
-43.305926748	-10.462969604
-43.294029443	-10.448692838
-43.280347542	-10.440364725
-43.266665642	-10.431441746
-43.259527259	-10.428467419
-43.252388876	-10.421923902
-43.244655627	-10.408836866
-43.23811211	-10.401698483
-43.219671287	-10.390990909
-43.213722634	-10.385042256
-43.200635599	-10.371360355
-43.189928024	-10.355298994
-43.18041018	-10.341022228
-43.162564223	-10.321986539
-43.148882322	-10.305330312
-43.141149074	-10.296407334
> -L"dykes_equamp"
-42.856073782	-9.886787087
-42.842621896	-9.865431425
-42.834888647	-9.849370063
-42.824181073	-9.839852219
-42.815852959	-9.838067623
> -L"dykes_equamp"
-39.638599298	-12.783097045
-39.633840376	-12.767630548
-39.63086605	-12.74859486
-39.626701993	-12.732533499
-39.622537937	-12.716472137
-39.615399554	-12.698031314
-39.60707144	-12.678995626
-39.603502249	-12.667693186
-39.599933057	-12.650442094
-39.59457927	-12.636165328
> -L"dykes_equamp"
-39.689995656	-12.897073227
-39.687140303	-12.87922727
-39.680715758	-12.861381312
-39.67571889	-12.843535355
-39.672863537	-12.826403235
-39.670008184	-12.813554146
-39.66715283	-12.798563542
> -L"dykes_equamp"
-39.465707662	-12.930195324
-39.46094874	-12.917346235
-39.454762141	-12.898786439
-39.448575542	-12.879750751
-39.443340728	-12.853100788
> -L"dykes_equamp"
-39.457617494	-12.832098079
-39.450955003	-12.818773097
-39.449051435	-12.814965959
-39.440961267	-12.809255253
-39.434298776	-12.795930271
-39.429539854	-12.77832226
> -L"dykes_equamp"
-39.206275028	-12.71272052
-39.197352049	-12.703202676
-39.186644475	-12.69011564
-39.175342035	-12.680597796
-39.161065269	-12.6651313
> -L"dykes_equamp"
-39.239587482	-12.775181371
-39.233043965	-12.76030974
-39.220551794	-12.744248378
-39.214008276	-12.737704861
> -L"dykes_equamp"
-39.261597497	-12.740679187
-39.246131	-12.722238364
-39.23482856	-12.710341059
-39.227690177	-12.703797541
> -L"dykes_equamp"
-39.168798517	-12.760904605
-39.158685808	-12.749602166
-39.148573099	-12.741274052
-39.141434716	-12.737704861
> -L"dykes_equamp"
-43.492250851	-10.555005563
-43.423246482	-10.482432002
-43.367329148	-10.415807094
-43.338775616	-10.367028144
-43.31902609	-10.334667474
-43.317122521	-10.312776433
-43.257160104	-10.220453346
-43.229558356	-10.154780222
-43.220992296	-10.130985612
-43.214329806	-10.097673158
-43.192438764	-10.060553566
-43.150560251	-10.012012562
-43.122958503	-9.972799044
-43.108681737	-9.962329416
-43.078224636	-9.929968746
-43.054430026	-9.896656292
> -L"dykes_equamp"
-43.140090622	-10.16524985
-43.085838911	-10.082444607
> -L"dykes_equamp"
-43.060140732	-10.029001913
-43.046339859	-10.008538548
-43.036822015	-9.99806892
-43.023972925	-9.976177879
-43.014930973	-9.967611819
-43.004937237	-9.952859161
-42.998274746	-9.934775257
> -L"dykes_equamp"
-42.920466371	-9.730855449
-42.896671761	-9.696591211
-42.876684289	-9.685169798
-42.857648601	-9.66613411
-42.845275404	-9.634725224
-42.808155812	-9.583328867
> -L"dykes_equamp"
-42.584962369	-9.280280713
-42.564736951	-9.254701507
-42.548080724	-9.237450415
> -L"dykes_equamp"
-42.736771982	-9.542427915
-42.723209054	-9.497456102
-42.70393542	-9.466761055
-42.677523403	-9.446059744
-42.650397547	-9.411081667
-42.62398553	-9.381100459
-42.614705632	-9.353974603
-42.601142704	-9.341125514
-42.591148968	-9.335414807
-42.576872202	-9.316141173
-42.564736951	-9.308288952
-42.554743215	-9.296867539
-42.554029376	-9.288301479
-42.536183419	-9.271883199
> -L"dykes_equamp"
-42.987567172	-9.895254393
-42.95901364	-9.848854903
-42.943309197	-9.830295107
-42.901906575	-9.788178648
-42.881919103	-9.773188043
-42.864073145	-9.743206835
-42.84551335	-9.717508656
-42.823384362	-9.6903828
-42.809821435	-9.672536843
-42.788406285	-9.666112298
-42.779840226	-9.640414119
-42.774129519	-9.611146749
-42.759138915	-9.586162408
-42.722019323	-9.554039685
-42.696321145	-9.532624536
-42.672764481	-9.49693262
> -L"dykes_equamp"
-42.549746347	-10.012276285
-42.538324934	-9.993716489
-42.535469581	-9.965162957
-42.496208474	-9.850948829
-42.486214738	-9.813829237
-42.472889756	-9.782991423
-42.462420128	-9.743016478
-42.437673733	-9.682102276
-42.407216632	-9.632609487
-42.386277376	-9.602152386
-42.364386334	-9.568839932
-42.351061353	-9.547900675
> -L"dykes_equamp"
-42.26789919	-9.346741042
-42.235776467	-9.318782375
-42.215551048	-9.308669666
> -L"dykes_equamp"
-42.107404546	-9.545782955
-42.110259899	-9.509615148
-42.098124648	-9.46369155
-42.075281822	-9.423716605
-42.057435865	-9.385169337
> -L"dykes_equamp"
-42.025313141	-9.32149496
-42.011036375	-9.289372237
-42.011036375	-9.273667794
-41.993190417	-9.226554466
-41.980341328	-9.202997802
-41.940366383	-9.130186296
-41.897536085	-9.038101155
-41.883973157	-9.005978431
> -L"dykes_equamp"
-38.25463284	-9.518030508
-38.203236482	-9.488763138
-38.166830729	-9.456640414
-38.156123154	-9.443791325
-38.120431239	-9.428086882
-38.096874575	-9.414523954
-38.068321043	-9.394536482
-38.033342966	-9.365269111
-37.99408186	-9.339570933
-37.979805094	-9.333146388
-37.869679177	-9.279662053
-37.800198916	-9.248253168
-37.701213338	-9.219699636
-37.661238393	-9.204471085
-37.628877723	-9.183531828
-37.589854563	-9.170206847
-37.538458205	-9.146412237
-37.506097535	-9.129280118
> -L"dykes_equamp"
-38.020731823	-9.846634073
-37.917939108	-9.786671656
-37.864639181	-9.752407417
-37.832278511	-9.721950316
-37.790399998	-9.659132546
-37.764701819	-9.626771876
-37.710450108	-9.570616596
-37.639066278	-9.519220239
-37.568634232	-9.457354252
> -L"dykes_equamp"
-38.048333571	-10.348034096
-38.020731823	-10.312818073
-37.980756878	-10.289023463
-37.944589071	-10.245241381
-37.919842676	-10.209073573
-37.884626654	-10.159580784
-37.868446319	-10.139593312
-37.828471374	-10.101521936
-37.775171447	-10.025379184
-37.753280406	-10.004439927
-37.712353677	-9.926393606
-37.681896576	-9.900124356
-37.644776984	-9.863004765
-37.604802039	-9.835403017
-37.581959214	-9.823981604
-37.544839622	-9.785910228
-37.510575383	-9.746887068
-37.488684342	-9.731658517
-37.463937948	-9.697394279
-37.453468319	-9.689780003
> -L"dykes_equamp"
-37.186968687	-9.187999267
-37.165077645	-9.162301088
-37.135572329	-9.12613328
-37.120343778	-9.114711868
-37.107018797	-9.10233867
-37.091790246	-9.081399413
-37.069899205	-9.059508372
-37.021358201	-9.014774505
-37.011840357	-9.001449524
> -L"dykes_equamp"
-42.496382472	-10.307700249
-42.475205269	-10.260111029
-42.451410659	-10.222039653
-42.424046857	-10.176829894
-42.418098205	-10.138758518
-42.387165212	-10.091169298
-42.372888446	-10.053097922
-42.371698715	-10.019785467
-42.366939793	-9.991231935
-42.341955453	-9.942452985
-42.333627339	-9.917468644
> -L"dykes_equamp"
-42.319350573	-9.889866897
-42.306263538	-9.863692825
-42.268192162	-9.82800091
-42.237259169	-9.77922196
-42.220602941	-9.767324655
-42.207515906	-9.73163274
-42.186100757	-9.699510016
-42.173013721	-9.680474328
-42.152788303	-9.655489987
-42.127803962	-9.607900767
-42.117096388	-9.585295888
-42.087353125	-9.550793703
> -L"dykes_equamp"
-38.637184976	-5.788882605
-38.61041604	-5.774605839
-38.590190622	-5.767467456
-38.572939529	-5.760923939
> -L"dykes_equamp"
-38.572344664	-5.760329073
-38.556283302	-5.749621499
-38.542601401	-5.739508789
> -L"dykes_equamp"
-38.716302055	-5.809702889
-38.678230679	-5.793641527
-38.642538764	-5.780554492
> -L"dykes_equamp"
-39.445011988	-6.098807401
-39.4443652764	-6.09775335956
-39.4437135144	-6.09670375655
-39.4430567021	-6.095658592
-39.4423948394	-6.09461786588
-39.4417279264	-6.09358157821
-39.441055963	-6.09254972899
-39.4403789493	-6.09152231821
-39.4396968852	-6.09049934587
-39.4390097708	-6.08948081197
-39.4383176061	-6.08846671652
-39.4376203909	-6.08745705952
-39.4369181255	-6.08645184096
-39.4362108097	-6.08545106084
-39.4354984435	-6.08445471916
-39.434781027	-6.08346281593
-39.4340585601	-6.08247535115
-39.4333310429	-6.08149232481
-39.4325984754	-6.08051373691
-39.4318608575	-6.07953958746
-39.4311181892	-6.07856987645
-39.4303704706	-6.07760460388
-39.4296177017	-6.07664376976
-39.4288598824	-6.07568737409
-39.4280970127	-6.07473541686
-39.4273290927	-6.07378789807
-39.4265561224	-6.07284481772
-39.4257781017	-6.07190617583
-39.4249950307	-6.07097197237
-39.4242069093	-6.07004220736
-39.4234137375	-6.0691168808
-39.4226155154	-6.06819599268
-39.421812243	-6.067279543
-39.4215119218	-6.06694189617
-39.4212055451	-6.06660355505
-39.4208929697	-6.06626436147
-39.4205740322	-6.06592413807
-39.4202485843	-6.06558272596
-39.4199163982	-6.06523988535
-39.4195772563	-6.06489539164
-39.4192309047	-6.06454898694
-39.4188775633	-6.06420087996
-39.4185164336	-6.06385027327
-39.4181471616	-6.06349682314
-39.4177693207	-6.06314012111
-39.4173825576	-6.06277983141
-39.4169861819	-6.06241530849
-39.4165795479	-6.06204595855
-39.4161618345	-6.0616710355
-39.4158106326	-6.0613590687
-39.4154507001	-6.06104220663
-39.4147014381	-6.06039098168
-39.4139064865	-6.05971077516
-39.4130509726	-6.05898885495
-39.4122840536	-6.05834874119
-39.4114277571	-6.05763987952
-39.4105906997	-6.05695094925
-39.4084790025	-6.05521761483
-39.4073399588	-6.0542772321
-39.4061912092	-6.05331855056
-39.405666151	-6.05287547708
-39.4051653853	-6.05244935386
-39.4045941091	-6.05195835987
-39.4040471385	-6.05148271167
-39.4035210118	-6.05101939787
-39.4030134264	-6.05056638945
-39.4025218654	-6.05012142843
-39.4020455215	-6.0496837719
-39.401583165	-6.04925228978
-39.4011338579	-6.04882610616
-39.4008731082	-6.04857543026
-39.4006165184	-6.04832620661
-39.4003639536	-6.04807830407
-39.4001152948	-6.04783160593
-39.399870418	-6.0475859888
-39.3996292366	-6.04734136561
-39.3993916567	-6.04709764125
-39.3991575946	-6.04685472964
-39.3989269002	-6.04661247388
-39.3986995745	-6.04637087366
-39.3984755496	-6.04612985673
-39.398254764	-6.04588935683
-39.3980371539	-6.04564930454
-39.3978226712	-6.04540964665
-39.3976112651	-6.04517032633
-39.3974028892	-6.04493129095
-39.397197231	-6.044692176
-39.3969945255	-6.04445324809
-39.3967947335	-6.04421446111
-39.396597819	-6.04397577197
-39.396403745	-6.04373713583
-39.3962124821	-6.04349851649
-39.3960239998	-6.0432598758
-39.3958382698	-6.0430211779
-39.3956552488	-6.04278236686
-39.3954749282	-6.04254343068
-39.3952972835	-6.04230433719
-39.3951222923	-6.04206505599
-39.3949499314	-6.04182555556
-39.3947801821	-6.04158580955
-39.3946130247	-6.04134579041
-39.394448441	-6.041105472
-39.3940529537	-6.04051976914
-39.3936669241	-6.03994135954
-39.3932899235	-6.03936960042
-39.3929216128	-6.0388039775
-39.3925616285	-6.03824393057
-39.3922097858	-6.03768917006
-39.3918658609	-6.03713934346
-39.3915296698	-6.03659415606
-39.3912007872	-6.03605290893
-39.3908793411	-6.03551580296
-39.390565202	-6.03498262192
-39.3902582604	-6.0344531798
-39.3899584014	-6.03392727766
-39.3896655534	-6.03340478921
-39.3893796364	-6.03288557202
-39.3891005818	-6.03236950112
-39.3888276648	-6.03185520104
-39.388561524	-6.03134383903
-39.3883021076	-6.03083531553
-39.3880493704	-6.03032954191
-39.3878032658	-6.0298264244
-39.3875637616	-6.02932589723
-39.3873308236	-6.02882788858
-39.3871044215	-6.02833233376
-39.3868845014	-6.02783911251
-39.3866710655	-6.02734822803
-39.3864640908	-6.02685962686
-39.3862635565	-6.02637326043
-39.3860694419	-6.02588907777
-39.3858817317	-6.0254070409
-39.3857004101	-6.02492710907
-39.385525463	-6.024449245
-39.3854581388	-6.02425957784
-39.385391996	-6.02406765827
-39.3853270106	-6.02387341656
-39.3852631565	-6.02367677487
-39.3851387394	-6.02327597392
-39.3850185004	-6.02286446871
-39.3849022625	-6.02244168326
-39.3847896149	-6.02200615241
-39.3846802078	-6.02155652806
-39.3845735817	-6.02109092366
-39.384466946	-6.02059622711
-39.3843618824	-6.02007881744
-39.3842574532	-6.01953410553
-39.3841520256	-6.01895358905
-39.3840532202	-6.01838321002
-39.3839478185	-6.01775036095
-39.3838429927	-6.01710207036
-39.3835610809	-6.01533351522
-39.3833925558	-6.01431607137
-39.3832967528	-6.01376568224
-39.3832034714	-6.01325293186
-39.3831108765	-6.012767747
-39.3830179933	-6.01230505107
-39.3829591099	-6.01202395773
-39.3828996575	-6.01174950671
-39.3828395061	-6.01148109706
-39.3827785501	-6.01121825859
-39.382716671	-6.0109604849
-39.3826538065	-6.01070752154
-39.3825898794	-6.01045905742
-39.3825248232	-6.01021483454
-39.3824584741	-6.00997425744
-39.3823908736	-6.00973749505
-39.3823219683	-6.0095043608
-39.3822517107	-6.00927469438
-39.382180049	-6.00904832661
-39.3821069478	-6.00882514766
-39.3820323673	-6.00860503557
-39.381956271	-6.008387883
-39.3817090677	-6.00770072208
-39.38146468	-6.00703460921
-39.3812221783	-6.00638701217
-39.3809809063	-6.00575617972
-39.3807401196	-6.00514018106
-39.3804995526	-6.00453835143
-39.3802588147	-6.00394971455
-39.3800175983	-6.0033735185
-39.3797750005	-6.00280765961
-39.379531409	-6.00225309417
-39.3792866108	-6.00170933757
-39.3790404281	-6.00117599533
-39.378792665	-6.00065264559
-39.37854321	-6.00013905536
-39.3782919303	-5.99963495128
-39.3780387111	-5.99914010308
-39.377781892	-5.9986513848
-39.3775229028	-5.99817163547
-39.3772616513	-5.9977006843
-39.3769980559	-5.99723838427
-39.3767320281	-5.99678458098
-39.3764635086	-5.99633917399
-39.3761924306	-5.99590205248
-39.3759187338	-5.99547311949
-39.3756422966	-5.99505218837
-39.3753631289	-5.99463927882
-39.3750811802	-5.99423431588
-39.3747964042	-5.99383723318
-39.3745087513	-5.99344796191
-39.3742181853	-5.99306645333
-39.3739246664	-5.99269265523
-39.373628158	-5.992326521
-39.3733002077	-5.99193291299
-39.3729650567	-5.99154075343
-39.3726229613	-5.99115034205
-39.3722741914	-5.99076198688
-39.3719190163	-5.99037598831
-39.3715577371	-5.98999267383
-39.371190654	-5.98961236214
-39.3708180799	-5.98923537719
-39.3704402676	-5.98886197741
-39.3700576143	-5.98849255758
-39.3696704585	-5.98812744442
-39.3692791478	-5.9877669659
-39.3688840312	-5.98741144367
-39.3684854742	-5.9870612066
-39.3680838419	-5.98671657574
-39.367679505	-5.986377869
-39.3674540616	-5.98619408809
-39.3672239009	-5.98601199023
-39.3669889131	-5.98583148862
-39.3667489729	-5.985652487
-39.3665039667	-5.9854748999
-39.3662537196	-5.98529859978
-39.3659980643	-5.98512346881
-39.3657368055	-5.98494937318
-39.3654701145	-5.98477641676
-39.3651973748	-5.98460418981
-39.3649183134	-5.98443251985
-39.3646326009	-5.98426120408
-39.3643399647	-5.98409007703
-39.3640398698	-5.9839188237
-39.3637318158	-5.98374715835
-39.3634151647	-5.98357472528
-39.3631509615	-5.98343373586
-39.3628800939	-5.98329170795
-39.3626019961	-5.98314834477
-39.3623159262	-5.98300326371
-39.3620214056	-5.98285621745
-39.3617169048	-5.98270643784
-39.3610716797	-5.98239560069
-39.3604956768	-5.98212425469
-39.3598521031	-5.98182616097
-39.3592243665	-5.98153886497
-39.3576464862	-5.98082073491
-39.3567988445	-5.98043038112
-39.3563584959	-5.98022450252
-39.3559472533	-5.98002962776
-39.3555577044	-5.97984224273
-39.3551860169	-5.97966050067
-39.3547657114	-5.97945099978
-39.3543629646	-5.97924573564
-39.3539752883	-5.97904343933
-39.3536010216	-5.97884324303
-39.3532383483	-5.97864416609
-39.3528866807	-5.97844587626
-39.3525451279	-5.9782478709
-39.352213009	-5.978049755
-39.3517313636	-5.97775532945
-39.3512481138	-5.97745413703
-39.3507630644	-5.97714605617
-39.3502759982	-5.97683094896
-39.3497867183	-5.97650868854
-39.3492949373	-5.97617908621
-39.3488003843	-5.97584196054
-39.3483027521	-5.975497102
-39.3478022221	-5.97514464501
-39.3472979189	-5.97478398152
-39.3467894425	-5.97441482547
-39.3462763255	-5.97403683779
-39.3457581707	-5.97364972746
-39.3452342755	-5.97325297143
-39.3447039887	-5.9728460766
-39.3441665164	-5.97242843392
-39.3436579644	-5.97202860936
-39.3431415124	-5.97161814577
-39.3426161767	-5.97119626149
-39.3420806934	-5.97076194184
-39.3415342067	-5.97031449963
-39.3409742365	-5.96985191099
-39.3403985403	-5.96937232427
-39.3398038422	-5.96887301103
-39.3386970886	-5.96793458807
-39.3374751342	-5.96688734039
-39.3362456398	-5.96582546878
-39.3339106096	-5.96380019609
-39.3329594999	-5.96297703542
-39.3319712654	-5.96212572454
-39.3310815349	-5.96136437578
-39.330063412	-5.96050099635
-39.3291080216	-5.9597001838
-39.3281968063	-5.95894638959
-39.3273202983	-5.95823179493
-39.3267868125	-5.95780238917
-39.3262627122	-5.95738490461
-39.3257468677	-5.95697844164
-39.325238388	-5.95658229837
-39.3247363059	-5.95619572367
-39.3242401287	-5.95581834056
-39.3237492533	-5.95544969042
-39.3232631753	-5.95508939455
