> Next feature
-65.1577714854	-54.7204107214
-66.1173500678	-54.8105198868
-67.8483838756	-54.7677783113
-69.76877334	-54.7686215563
-71.0624674867	-54.0335680638
-72.176274924	-52.7189101051
-72.6510125202	-51.9155080192
-72.6510125202	-50.7651823054
-73.1440092547	-50.2356672942
-73.1654487205	-49.5399215248
-73.0171097898	-47.2159449431
-72.7204319283	-44.0513810873
-72.2791691755	-41.4699939836
-72.3012323132	-40.2123951382
-72.0144115239	-39.3960590455
-72.1467903497	-38.8886068798
-71.9702852486	-38.2267127507
-71.5510856335	-36.682293116
-71.1098228807	-35.2702523071
-70.7788758161	-34.7186738662
-70.6244338526	-33.7967498407
-70.6244338526	-32.9658004575
-70.9360398713	-32.2387197472
-70.9360398713	-31.3039016911
-70.2089591611	-29.5381342518
-69.6896157966	-27.253023448
-69.0664037592	-25.7988620274
-68.235454376	-25.7988620274
-68.3393230489	-27.0452861022
-68.3393230489	-27.6684981396
-68.3393230489	-28.4994475228
-69.274141105	-29.5381342518
-69.8973531424	-30.369083635
-70.5205651797	-31.407770364
-69.8557560441	-33.3135565529
-69.5898323898	-35.1307015237
-69.6784736079	-35.396625178
-69.4125499536	-36.1057549227
-69.7227942169	-37.3467319759
-69.9887178712	-37.7012968483
-70.1216796983	-39.2968387739
-70.2989621345	-40.0059685186
-71.6729010149	-40.4934952181
-71.717221624	-41.1583043538
-71.2740155335	-41.8231134894
-71.2740155335	-42.7981668884
-71.717221624	-43.9948233326
-71.805862842	-44.9255561225
-71.805862842	-46.5210980481
-71.717221624	-47.0529453567
-71.805862842	-47.8063957104
-72.0717864963	-48.338243019
-72.2490689325	-50.1110673807
-71.805862842	-50.5985940802
-72.2490689325	-51.5293268702
-69.9443972622	-53.7010367133
-69.0136644722	-54.32152524
-66.9305958471	-54.4988076761
-65.1577714854	-54.7204107214
