longitude,latitude,age_ma,age_error_ma,rock_type,dating_method,reference
-38.5063333333333,-17.3356666666667,33.0,2.0,Diab.tholeiitic,,Mizusaki et al. (2002)
-38.5063333333333,-17.3356666666667,37.0,7.0,Diab.tholeiitic,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,2.0,0.0,Tinguaite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,0.0,0.0,Ankaratrite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,0.0,0.0,Ankaratrite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,0.0,0.0,Hau¨ ynite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,1.0,1.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,1.0,1.0,Nephelinite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,1.0,1.0,Phonolite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,2.0,0.0,Phonolite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,2.0,0.0,Phonolite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,2.0,0.0,Phonolite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,2.0,0.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,3.0,0.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,3.0,0.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,3.0,0.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,3.0,0.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,3.0,0.0,Nephelinite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,3.0,0.0,Basanite,,Mizusaki et al. (2002)
-29.35,-20.4716666666667,4.0,1.0,Basanite,,Mizusaki et al. (2002)
-38.7,-17.9666666666667,32.0,2.0,Diab.tholeiitic,,Mizusaki et al. (2002)
-38.7,-17.9666666666667,37.0,3.0,Diab.tholeiitic,,Mizusaki et al. (2002)
-38.7,-17.9666666666667,37.0,2.0,Diab.tholeiitic,,Mizusaki et al. (2002)
-38.7,-17.9666666666667,39.0,2.0,Diab.tholeiitic,,Mizusaki et al. (2002)
-41.5543333333333,-23.7673333333333,30.0,7.0,Diab. tr./alk.,,Mizusaki et al. (2002)
-41.6413333333333,-22.5383333333333,33.0,2.0,Bas. tr./alk.,,Mizusaki et al. (2002)
-41.2668333333333,-23.4168333333333,34.0,2.0,Diab. tr./alk.,,Mizusaki et al. (2002)
-44.587,-24.5838333333333,39.0,6.0,Diabase,,Mizusaki et al. (2002)
-42.8871666666667,-23.7561666666667,33.0,11.0,Diabase,,Mizusaki et al. (2002)
-46.804630555555555,-18.51951111111111,79.0,3.1,Kamafugite,Rb/Sr,Ribeiro et al. (2018)
-46.767966666666666,-18.52285,80.1,4.6,Kamafugite,U/Pb,Ribeiro et al. (2018)
-51.03760555555555,-16.691666666666666,72.4,1.3,Kamafugite,K/Ar,Ribeiro et al. (2018)
-46.94768611111111,-19.67106111111111,77.4,1.0,Carbonatite-Glimmerite,K/Ar,Ribeiro et al. (2018)
-40.14516666666667,-22.328125,81.0,5.0,Gabbro,K/Ar,Ribeiro et al. (2018)
-46.294780555555555,-19.031694444444444,83.6,1.4,Carbonatite-kimberlite-lamproite-kamafugitic,K/Ar,Ribeiro et al. (2018)
-47.810294444444445,-18.134677777777778,81.0,4.0,Magnetitite,U/Pb,Ribeiro et al. (2018)
-47.87611944444445,-18.047611111111113,82.0,3.0,Phlogopite-picrite,U/Pb,Ribeiro et al. (2018)
-47.06186388888889,-18.863958333333336,76.9,4.1,Kimberlite,U/Pb,Ribeiro et al. (2018)
-45.953611111111115,-19.981388888888887,79.6,1.2,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.45945833333334,-18.546447222222223,80.0,5.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.361069444444446,-18.413405555555553,84.5,0.9,Kamafugite,Rb/Sr,Ribeiro et al. (2018)
-46.89936111111111,-20.055091666666666,78.9,6.9,Kamafugite,U/Pb,Ribeiro et al. (2018)
-46.899,-20.055266666666668,80.1,1.2,Kamafugite,U/Pb,Ribeiro et al. (2018)
-46.90184722222222,-20.05340277777778,79.2,1.2,Kamafugite,U/Pb,Ribeiro et al. (2018)
-47.57837777777778,-18.196719444444444,84.0,2.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.524325,-18.513661111111112,91.0,6.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-46.79811111111111,-18.48095,79.9,3.2,Kimberlite,U/Pb,Ribeiro et al. (2018)
-46.302702777777775,-18.437158333333333,79.0,2.0,Kamafugite-sub_volcanic_phonolite,U/Pb,Ribeiro et al. (2018)
-46.21666666666667,-18.916666666666668,86.6,5.2,Kamafugite,U/Pb,Ribeiro et al. (2018)
-51.38333333333333,-16.066666666666666,88.7,5.7,Essexite-gabbro-syenite,K/Ar,Ribeiro et al. (2018)
-46.78918888888889,-18.469944444444444,83.0,2.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.46715833333334,-18.550625,87.2,3.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.45771666666667,-18.571005555555555,79.0,4.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.19495277777777,-18.389658333333333,86.0,1.2,Kimberlite,U/Pb,Ribeiro et al. (2018)
-46.58935833333334,-21.853397222222224,86.7,0.4,Tinguaite-phonolite-nepheline-syenite-pyroclastic_rocks,Ar/Ar,Ribeiro et al. (2018)
-55.69490833333333,-16.27811111111111,84.0,6.0,Granite-quartz-monzonite-syenite-nordmarkite,Rb/Sr,Ribeiro et al. (2018)
-45.752830555555555,-22.789233333333335,87.6,,Gabbro-clinopyroxenite,biotite,Ribeiro et al. (2018)
-53.97058888888889,-15.975902777777778,83.9,0.4,Basalt-syenite-monzonite-granite,Ar/Ar,Ribeiro et al. (2018)
-46.475675,-18.40437222222222,79.0,1.0,Kamafugite,U/Pb,Ribeiro et al. (2018)
-47.39463888888889,-18.290450000000003,88.0,4.4,Kamafugite,U/Pb,Ribeiro et al. (2018)
-46.766666666666666,-19.033333333333335,82.5,5.7,Bebedourite-phonolite,K/Ar,Ribeiro et al. (2018)
-51.13333333333333,-15.716666666666667,86.7,1.8,Essexite-missourite-lamprophire-malignite,K/Ar,Ribeiro et al. (2018)
-46.833333333333336,-18.916666666666668,83.5,,Peridotite,K/Ar,Ribeiro et al. (2018)
-46.00049722222222,-19.730444444444444,90.0,4.0,Katungite-mafurite-ugandite-(kamafugitic-rocks),Ar/Ar,Ribeiro et al. (2018)
-46.85157777777778,-19.878252777777778,87.2,1.2,Phonolite-jacupiranguite-bebedourite,K/Ar,Ribeiro et al. (2018)
-47.859458333333336,-18.338797222222222,87.0,3.0,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.82109722222223,-18.314072222222222,81.6,2.7,Kimberlite,Rb/Sr,Ribeiro et al. (2018)
-47.824397222222224,-18.44061388888889,81.1,6.6,27 Kimberlite,U/Pb,Ribeiro et al. (2018)
-51.03333333333333,-16.433333333333334,82.9,3.1,Syenite-gabbro-piroxenite,K/Ar,Ribeiro et al. (2018)
-46.21666666666667,-18.916666666666668,86.6,5.2,Kamafugite,U/Pb,Ribeiro et al. (2018)
-51.38333333333333,-16.066666666666666,88.7,5.7,Essexite-gabbro-syenite,K/Ar,Ribeiro et al. (2018)
-46.240519444444445,-18.85526388888889,79.2,5.6,Kamafugite,U/Pb,Ribeiro et al. (2018)
-46.426525,-18.4311,83.9,5.2,Kamafugite,U/Pb,Ribeiro et al. (2018)
-51.15,-17.055555555555557,88.24,0.56,Kamafugite,Ar/Ar,Ribeiro et al. (2018)
-46.766666666666666,-19.033333333333335,82.5,5.7,Bebedourite-phonolite,K/Ar,Ribeiro et al. (2018)
-51.13333333333333,-15.716666666666667,86.7,1.8,Essexite-missourite-lamprophire-malignite,K/Ar,Ribeiro et al. (2018)
-50.666666666666664,-17.583333333333332,77.9,6.8,Kamafugite/sub-volcanic-phonolite,U/Pb,Ribeiro et al. (2018)
-46.833333333333336,-18.916666666666668,83.5,,Peridotite,K/Ar,Ribeiro et al. (2018)
-47.824397222222224,-18.44061388888889,81.1,6.6,Kimberlite,U/Pb,Ribeiro et al. (2018)
-47.678,-18.261997222222224,88.3,1.0,Kimberlite,Ar/Ar,Ribeiro et al. (2018)
-54.0075,-1.0,204.0,,Basalto,K-Ar,Tassinari (1996)
-53.7753,-1.8,130.0,,Diabasio,K-Ar,Tassinari (1996)
-51.2843,-1.0,213.0,,Diabasio,K-Ar,Tassinari (1996)
-53.5055,-3.6301,171.0,,Diabasio,K-Ar,Tassinari (1996)
-53.615,-3.7557,130.0,,Diabasio,K-Ar,Tassinari (1996)
-53.5327,-3.7135,188.0,,Diabasio,K-Ar,Tassinari (1996)
-50.2667,-6.1167,210.0,,Diabasio,K-Ar,Tassinari (1996)
-50.8333,-5.5,203.0,,Diabasio,K-Ar,Tassinari (1996)
-49.7,-4.1,105.0,,Gabro,K-Ar,Tassinari (1996)
-50.8167,-6.1167,210.0,,Basalto,K-Ar,Tassinari (1996)
-49.72,-6.18,160.0,,Gabro,K-Ar,Tassinari (1996)
-49.4667,-5.5833,225.0,,Diabasio,K-Ar,Tassinari (1996)
-57.3389,-14.6692,123.0,,Basalto,K-Ar,Tassinari (1996)
-57.4518,-14.6125,126.0,,Basalto,K-Ar,Tassinari (1996)
-61.6213,-12.5477,140.0,,Diabasio,K-Ar,Tassinari (1996)
-61.4481,-12.5802,151.0,,Basalto,K-Ar,Tassinari (1996)
-61.0065,-12.5441,178.0,,Basalto,K-Ar,Tassinari (1996)
-61.4158,-12.5254,150.0,,Basalto,K-Ar,Tassinari (1996)
-73.6009,-7.3272,238.0,,Sienito,K-Ar,Tassinari (1996)
-66.2847,-4.838,216.0,,Diabasio,K-Ar,Tassinari (1996)
-51.3167,2.1833,207.0,,Diabasio,K-Ar,Tassinari (1996)
-51.5,3.7833,224.0,,Diabasio,K-Ar,Tassinari (1996)
-51.3333,3.6333,227.0,,Diabasio,K-Ar,Tassinari (1996)
-51.1,2.2167,176.0,,Diabasio,K-Ar,Tassinari (1996)
-65.7,-0.2,248.0,,Diabasio,K-Ar,Tassinari (1996)
-61.276,-2.1208,209.0,,Diabasio,K-Ar,Tassinari (1996)
-62.5833,-3.7833,165.0,,Basalto,K-Ar,Tassinari (1996)
-60.269,-7.1546,218.0,,Diabasio,K-Ar,Tassinari (1996)
-60.6501,-7.2699,222.0,,Diabasio,K-Ar,Tassinari (1996)
-60.6606,-7.3421,179.0,,Diabasio,K-Ar,Tassinari (1996)
-60.7333,2.9167,152.0,,Basalto,K-Ar,Tassinari (1996)
-60.1333,3.1667,179.0,,Basalto,K-Ar,Tassinari (1996)
-60.8,2.4833,161.0,,Basalto,K-Ar,Tassinari (1996)
-60.1833,3.3333,151.0,,Basalto,K-Ar,Tassinari (1996)
-61.0,2.79,151.0,,Basalto,K-Ar,Tassinari (1996)
-60.9167,2.7167,148.0,,Basalto,K-Ar,Tassinari (1996)
-60.1667,4.3167,127.0,,Basalto,K-Ar,Tassinari (1996)
-54.7333,-2.3,232.0,,Basalto,K-Ar,Tassinari (1996)
-55.8886,-1.5446,249.0,,Diabasio,K-Ar,Tassinari (1996)
-57.8426,-3.9155,181.0,,Diabasio,K-Ar,Tassinari (1996)
-54.5005,-2.0245,175.0,,Diabasio,K-Ar,Tassinari (1996)
-54.1338,-2.1088,130.0,,Diabasio,K-Ar,Tassinari (1996)
-54.0167,-1.9,135.0,,Diabasio,K-Ar,Tassinari (1996)
-55.0333,-1.5833,175.0,,Diabasio,K-Ar,Tassinari (1996)
-54.65,-1.4167,183.0,,Diabasio,K-Ar,Tassinari (1996)
-56.5333,-1.4167,143.0,,Diabasio,K-Ar,Tassinari (1996)
-59.7333,-3.1833,196.0,,Diabasio,K-Ar,Tassinari (1996)
-54.73333,-2.3,140.0,,Basalto,K-Ar,Tassinari (1996)
-49.0333,-9.9333,168.0,,Diabasio,K-Ar,Tassinari (1996)
-49.4667,-8.75,197.0,,Diabasio,K-Ar,Tassinari (1996)
-49.0147,-9.8945,175.0,,Diabasio,K-Ar,Tassinari (1996)
-57.8243,-7.4707,180.0,,Diabasio,K-Ar,Tassinari (1996)
-60.4084,-7.2052,179.0,,Diabasio,K-Ar,Tassinari (1996)
-55.8816,-4.3598,148.0,,Diabasio,K-Ar,Tassinari (1996)
-54.5667,2.0033,201.0,,Diabasio,K-Ar,Tassinari (1996)
-59.8333,4.45,201.0,,Gabro,K-Ar,Tassinari (1996)
-59.9833,3.5906,146.0,,Basalto,K-Ar,Tassinari (1996)
